id,code,name
l10n_mx_wbl_stcc_products_services_08423,08423,Látex y encías afines
l10n_mx_wbl_stcc_products_services_086,086,Productos forestales diversos
l10n_mx_wbl_stcc_products_services_09,09,Pescado fresco
l10n_mx_wbl_stcc_products_services_091,091,Pescado fresco y productos marinos
l10n_mx_wbl_stcc_products_services_0912,0912,Pescado y ballena
l10n_mx_wbl_stcc_products_services_09131,09131,"Conchas (ostras, cangrejos, etc.)"
l10n_mx_wbl_stcc_products_services_098,098,"Criaderos de peces, granjas"
l10n_mx_wbl_stcc_products_services_10,10,Minerales metálicos
l10n_mx_wbl_stcc_products_services_101,101,Minerales de hierro
l10n_mx_wbl_stcc_products_services_10112,10112,Beneficio de mineral de grado
l10n_mx_wbl_stcc_products_services_102,102,Minerales de cobre
l10n_mx_wbl_stcc_products_services_103,103,Minerales de plomo y zinc
l10n_mx_wbl_stcc_products_services_1031,1031,Minerales de plomo
l10n_mx_wbl_stcc_products_services_1032,1032,Minerales de zinc
l10n_mx_wbl_stcc_products_services_104,104,Minerales de oro y plata
l10n_mx_wbl_stcc_products_services_105,105,Minerales de bauxita y aluminio
l10n_mx_wbl_stcc_products_services_106,106,Minerales de manganeso
l10n_mx_wbl_stcc_products_services_107,107,Minerales de tungsteno
l10n_mx_wbl_stcc_products_services_108,108,Minerales de cromo
l10n_mx_wbl_stcc_products_services_109,109,Minerales metálicos misceláneos
l10n_mx_wbl_stcc_products_services_11,11,Carbón
l10n_mx_wbl_stcc_products_services_111,111,Antracita
l10n_mx_wbl_stcc_products_services_11111,11111,Antracita cruda
l10n_mx_wbl_stcc_products_services_11112,11112,Antracita limpia
l10n_mx_wbl_stcc_products_services_112,112,Carbón bituminoso y lignito
l10n_mx_wbl_stcc_products_services_1121,1121,Carbón bituminoso
l10n_mx_wbl_stcc_products_services_13,13,Petróleo crudo y gasolina natural
l10n_mx_wbl_stcc_products_services_131,131,Petróleo crudo y GNL
l10n_mx_wbl_stcc_products_services_132,132,Gasolina natural
l10n_mx_wbl_stcc_products_services_14,14,Minerales no metálicos
l10n_mx_wbl_stcc_products_services_141,141,"Piedra de dimensión, cantera"
l10n_mx_wbl_stcc_products_services_142,142,Piedra triturada y rota
l10n_mx_wbl_stcc_products_services_14211,14211,Caliza agrícola
l10n_mx_wbl_stcc_products_services_14212,14212,Piedra fundente o cales
l10n_mx_wbl_stcc_products_services_14219,14219,Piedra triturada y rota
l10n_mx_wbl_stcc_products_services_144,144,Arena y grava
l10n_mx_wbl_stcc_products_services_14411,14411,Arena (agregado y lastre)
l10n_mx_wbl_stcc_products_services_14412,14412,Grava (agregado y lastre)
l10n_mx_wbl_stcc_products_services_14413,14413,Arena industrial cruda
l10n_mx_wbl_stcc_products_services_145,145,"Arcilla, cerámica y refractaria"
l10n_mx_wbl_stcc_products_services_14511,14511,Bentonita bruta
l10n_mx_wbl_stcc_products_services_14512,14512,Arcilla de fuego cruda
l10n_mx_wbl_stcc_products_services_14514,14514,Bola bruta y arcilla de caolín
l10n_mx_wbl_stcc_products_services_147,147,Minerales químicos y fertilizantes
l10n_mx_wbl_stcc_products_services_14711,14711,Barita cruda
l10n_mx_wbl_stcc_products_services_14713,14713,"Borato crudo, potasa y soda"
l10n_mx_wbl_stcc_products_services_14714,14714,Roca de apatita y fosfato
l10n_mx_wbl_stcc_products_services_14715,14715,Sal de roca bruta
l10n_mx_wbl_stcc_products_services_14716,14716,Azufre crudo
l10n_mx_wbl_stcc_products_services_149,149,Minerales no metálicos misceláneos
l10n_mx_wbl_stcc_products_services_14911,14911,Anhidrita bruta y yeso
l10n_mx_wbl_stcc_products_services_14913,14913,Asfalto y betunes nativos
l10n_mx_wbl_stcc_products_services_14914,14914,Piedra pómez y pumicita cruda
l10n_mx_wbl_stcc_products_services_19,19,Artillería
l10n_mx_wbl_stcc_products_services_191,191,"Armas, obuses y morteros"
l10n_mx_wbl_stcc_products_services_192,192,"Municiones, más de 30 mm"
l10n_mx_wbl_stcc_products_services_193,193,Vehículos de combate con orugas completas
l10n_mx_wbl_stcc_products_services_194,194,Equipo de avistamiento y control de incendios
l10n_mx_wbl_stcc_products_services_195,195,"Brazos pequeños, LTE 30 mm"
l10n_mx_wbl_stcc_products_services_196,196,"Munición para armas pequeñas, LTE 30 mm"
l10n_mx_wbl_stcc_products_services_199,199,Miscelánea de municiones y accesorios
l10n_mx_wbl_stcc_products_services_20,20,Productos alimenticios
l10n_mx_wbl_stcc_products_services_201,201,Carne y aves de corral
l10n_mx_wbl_stcc_products_services_2011,2011,"Carne, fresca o refrigerada"
l10n_mx_wbl_stcc_products_services_2012,2012,Carne fresca congelada
l10n_mx_wbl_stcc_products_services_2013,2013,Productos de carne
l10n_mx_wbl_stcc_products_services_2014,2014,Subproductos animales no comestibles
l10n_mx_wbl_stcc_products_services_20141,20141,"Cueros y pieles, sin curtir"
l10n_mx_wbl_stcc_products_services_2015,2015,Aves frescas aliñadas
l10n_mx_wbl_stcc_products_services_2016,2016,Aves de corral congeladas
l10n_mx_wbl_stcc_products_services_2017,2017,Aves procesadas y caza menor
l10n_mx_wbl_stcc_products_services_202,202,Productos lácteos
l10n_mx_wbl_stcc_products_services_2021,2021,Crema de mantequilla
l10n_mx_wbl_stcc_products_services_2023,2023,Evaporar leche en polvo condensada
l10n_mx_wbl_stcc_products_services_2024,2024,Helados y postres helados
l10n_mx_wbl_stcc_products_services_2025,2025,Queso y lácteos especiales prd
l10n_mx_wbl_stcc_products_services_2026,2026,Leche y nata procesadas
l10n_mx_wbl_stcc_products_services_203,203,Alimentos enlatados y en conserva
l10n_mx_wbl_stcc_products_services_2031,2031,Mariscos enlatados y curados
l10n_mx_wbl_stcc_products_services_2032,2032,Especialidades enlatadas
l10n_mx_wbl_stcc_products_services_2033,2033,"Frutas, verduras y mermeladas enlatadas"
l10n_mx_wbl_stcc_products_services_2034,2034,Frutas y verduras secas y deshidratadas
l10n_mx_wbl_stcc_products_services_2035,2035,"Frutas y verduras en escabeche, salsas"
l10n_mx_wbl_stcc_products_services_2036,2036,Pescado envasado
l10n_mx_wbl_stcc_products_services_2037,2037,"Frutas, jugos y verduras congeladas"
l10n_mx_wbl_stcc_products_services_2038,2038,Especialidades congeladas
l10n_mx_wbl_stcc_products_services_2039,2039,Frutas y verduras enlatadas y en conserva
l10n_mx_wbl_stcc_products_services_204,204,Productos de molino de grano
l10n_mx_wbl_stcc_products_services_2041,2041,Molino de harina y otros granos prd
l10n_mx_wbl_stcc_products_services_20411,20411,Harina de trigo excl. Mezclada
l10n_mx_wbl_stcc_products_services_20412,20412,Salvado de trigo
l10n_mx_wbl_stcc_products_services_20421,20421,Pienso preparado para animales
l10n_mx_wbl_stcc_products_services_20423,20423,Alimentos enlatados para animales
l10n_mx_wbl_stcc_products_services_2043,2043,Preparaciones de cereales
l10n_mx_wbl_stcc_products_services_2044,2044,"Harina, harina y arroz molidos"
l10n_mx_wbl_stcc_products_services_2045,2045,Harina mezclada y preparada
l10n_mx_wbl_stcc_products_services_2046,2046,Productos de molienda de maíz húmedo
l10n_mx_wbl_stcc_products_services_20461,20461,Jarabe de maíz
l10n_mx_wbl_stcc_products_services_20462,20462,Maicena
l10n_mx_wbl_stcc_products_services_20463,20463,Azúcar de maíz
l10n_mx_wbl_stcc_products_services_20471,20471,Alimentos para mascotas no enlatados
l10n_mx_wbl_stcc_products_services_20472,20472,Alimentos enlatados para mascotas
l10n_mx_wbl_stcc_products_services_205,205,Productos de panadería
l10n_mx_wbl_stcc_products_services_206,206,Azúcar
l10n_mx_wbl_stcc_products_services_2061,2061,Prd y subproductos de molino de azúcar
l10n_mx_wbl_stcc_products_services_20611,20611,Azúcar crudo de caña y remolacha
l10n_mx_wbl_stcc_products_services_20616,20616,"Melazas de azúcar, exc blackstrap"
l10n_mx_wbl_stcc_products_services_20617,20617,Melaza
l10n_mx_wbl_stcc_products_services_2062,2062,Azúcar refinado de caña y remolacha
l10n_mx_wbl_stcc_products_services_20625,20625,Subproductos del refino de azúcar
l10n_mx_wbl_stcc_products_services_20626,20626,"Pulpa, melaza, remolacha"
l10n_mx_wbl_stcc_products_services_207,207,Confitería y prd relacionados
l10n_mx_wbl_stcc_products_services_208,208,Bebidas y extractos
l10n_mx_wbl_stcc_products_services_20821,20821,"Cerveza, ale, porter, grueso"
l10n_mx_wbl_stcc_products_services_20823,20823,Cerveceros granos gastados
l10n_mx_wbl_stcc_products_services_2083,2083,Malta
l10n_mx_wbl_stcc_products_services_2084,2084,"Vinos, brandy, licores"
l10n_mx_wbl_stcc_products_services_20851,20851,Licores destilados y mezclados
l10n_mx_wbl_stcc_products_services_20859,20859,Destilados de licor
l10n_mx_wbl_stcc_products_services_2086,2086,Refrescos enlatados
l10n_mx_wbl_stcc_products_services_2087,2087,Extractos misceláneos sin chocolate
l10n_mx_wbl_stcc_products_services_209,209,Preparaciones alimenticias diversas
l10n_mx_wbl_stcc_products_services_20911,20911,Aceite de algodón
l10n_mx_wbl_stcc_products_services_20914,20914,Pastel o harina de semillas de algodón
l10n_mx_wbl_stcc_products_services_20921,20921,Aceite de soja
l10n_mx_wbl_stcc_products_services_20923,20923,Pastel o harina de soja
l10n_mx_wbl_stcc_products_services_2093,2093,Aceites vegetales y de nueces
l10n_mx_wbl_stcc_products_services_2094,2094,Grasas y aceites marinos
l10n_mx_wbl_stcc_products_services_2095,2095,Café tostado
l10n_mx_wbl_stcc_products_services_2096,2096,"Manteca, aceites de mesa, etc."
l10n_mx_wbl_stcc_products_services_2097,2097,"Hielo, natural o elaborado"
l10n_mx_wbl_stcc_products_services_2098,2098,"Macarrones, espaguetis, etc."
l10n_mx_wbl_stcc_products_services_21,21,Productos de tabaco
l10n_mx_wbl_stcc_products_services_211,211,Cigarrillos
l10n_mx_wbl_stcc_products_services_212,212,Puros
l10n_mx_wbl_stcc_products_services_213,213,Mascar y fumar tabaco
l10n_mx_wbl_stcc_products_services_214,214,Tabaco despalillado y resecado
l10n_mx_wbl_stcc_products_services_22,22,Productos textiles para fábricas
l10n_mx_wbl_stcc_products_services_221,221,Tejidos anchos de algodón
l10n_mx_wbl_stcc_products_services_222,222,Fibra y seda artificiales
l10n_mx_wbl_stcc_products_services_223,223,Tejidos anchos de lana
l10n_mx_wbl_stcc_products_services_224,224,Tejidos estrechos
l10n_mx_wbl_stcc_products_services_225,225,Tejidos de punto
l10n_mx_wbl_stcc_products_services_227,227,"Revestimientos de suelo, textiles"
l10n_mx_wbl_stcc_products_services_228,228,Hilo e hilo
l10n_mx_wbl_stcc_products_services_229,229,Productos textiles diversos
l10n_mx_wbl_stcc_products_services_2296,2296,Cordones y tejidos para neumáticos
l10n_mx_wbl_stcc_products_services_2297,2297,Lana y mohair
l10n_mx_wbl_stcc_products_services_2298,2298,Cordaje y bramante
l10n_mx_wbl_stcc_products_services_23,23,Ropa y otros textiles acabados
l10n_mx_wbl_stcc_products_services_231,231,Ropa para hombres y niños
l10n_mx_wbl_stcc_products_services_233,233,"Ropa para mujeres, niñas y bebés"
l10n_mx_wbl_stcc_products_services_235,235,"Sombrerería, sombreros y gorras"
l10n_mx_wbl_stcc_products_services_237,237,Artículos de piel
l10n_mx_wbl_stcc_products_services_238,238,Ropa y accesorios misceláneos
l10n_mx_wbl_stcc_products_services_239,239,Textil fabricado misceláneo
l10n_mx_wbl_stcc_products_services_24,24,Madera y productos de madera
l10n_mx_wbl_stcc_products_services_241,241,Productos forestales primarios
l10n_mx_wbl_stcc_products_services_24114,24114,Troncos de madera para pasta
l10n_mx_wbl_stcc_products_services_24115,24115,Astillas de madera
l10n_mx_wbl_stcc_products_services_24116,24116,"Postes, postes y pilotes de madera"
l10n_mx_wbl_stcc_products_services_242,242,Aserradero y cepillado prd
l10n_mx_wbl_stcc_products_services_2421,2421,Stock de madera y dimensiones
l10n_mx_wbl_stcc_products_services_24212,24212,Corbatas aserradas
l10n_mx_wbl_stcc_products_services_2429,2429,Varios aserradores y plng mill prd
l10n_mx_wbl_stcc_products_services_243,243,"Carpintería, chapa, madera contrachapada"
l10n_mx_wbl_stcc_products_services_2431,2431,Carpintería
l10n_mx_wbl_stcc_products_services_2432,2432,Chapa y madera contrachapada
l10n_mx_wbl_stcc_products_services_244,244,Contenedores de madera
l10n_mx_wbl_stcc_products_services_249,249,Productos de madera diversos
l10n_mx_wbl_stcc_products_services_2491,2491,Madera creosotada o tratada con aceite
l10n_mx_wbl_stcc_products_services_25,25,Muebles y Accesorios
l10n_mx_wbl_stcc_products_services_251,251,Mobiliario de hogar y oficina
l10n_mx_wbl_stcc_products_services_253,253,Edificio público y mobiliario rltd
l10n_mx_wbl_stcc_products_services_254,254,"Tabiques, estanterías, taquillas"
l10n_mx_wbl_stcc_products_services_259,259,Mobiliario y accesorios varios
l10n_mx_wbl_stcc_products_services_26,26,Productos de pulpa y papel
l10n_mx_wbl_stcc_products_services_261,261,Productos de pulpa y plantas de celulosa
l10n_mx_wbl_stcc_products_services_26111,26111,Pulpa
l10n_mx_wbl_stcc_products_services_262,262,"Papel, excepto papel de construcción"
l10n_mx_wbl_stcc_products_services_26211,26211,Papel prensa
l10n_mx_wbl_stcc_products_services_26212,26212,"Papel para madera molida, sin revestimiento"
l10n_mx_wbl_stcc_products_services_26213,26213,Papel para imprimir
l10n_mx_wbl_stcc_products_services_26214,26214,Papel de regalo
l10n_mx_wbl_stcc_products_services_26217,26217,Papel industrial especial
l10n_mx_wbl_stcc_products_services_26218,26218,Stock de tejido sanitario
l10n_mx_wbl_stcc_products_services_263,263,"Cartón, pulpbrd y fiberbrd"
l10n_mx_wbl_stcc_products_services_264,264,Papel y papel convertidos brd prd
l10n_mx_wbl_stcc_products_services_2643,2643,Bolsas de papel
l10n_mx_wbl_stcc_products_services_26471,26471,Tejidos sanitarios / salud prd
l10n_mx_wbl_stcc_products_services_265,265,Envases de cartón
l10n_mx_wbl_stcc_products_services_266,266,Papel de construcción y cartón para edificios
l10n_mx_wbl_stcc_products_services_26613,26613,Tablero
l10n_mx_wbl_stcc_products_services_27,27,Impresos
l10n_mx_wbl_stcc_products_services_271,271,Periódicos
l10n_mx_wbl_stcc_products_services_272,272,Publicaciones periódicas
l10n_mx_wbl_stcc_products_services_273,273,Libros
l10n_mx_wbl_stcc_products_services_274,274,Material impreso misceláneo
l10n_mx_wbl_stcc_products_services_276,276,Formularios comerciales múltiples
l10n_mx_wbl_stcc_products_services_277,277,"Tarjetas de felicitación, sellos, etiquetas."
l10n_mx_wbl_stcc_products_services_278,278,"Libros en blanco, carpetas de hojas sueltas"
l10n_mx_wbl_stcc_products_services_279,279,Productos de industrias de servicios
l10n_mx_wbl_stcc_products_services_28,28,Químicos
l10n_mx_wbl_stcc_products_services_281,281,"Productos químicos industriales, org / inorg"
l10n_mx_wbl_stcc_products_services_2812,2812,"Sodio, ptsm y otros químicos inorgánicos"
l10n_mx_wbl_stcc_products_services_28123,28123,"Sodio cpd, exc alcalinos"
l10n_mx_wbl_stcc_products_services_2813,2813,Gases industriales comprimidos
l10n_mx_wbl_stcc_products_services_2814,2814,Prd crudo de alquitrán de carbón
l10n_mx_wbl_stcc_products_services_2816,2816,Pigmentos inorgánicos
l10n_mx_wbl_stcc_products_services_2818,2818,Sustancias químicas orgánicas diversas
l10n_mx_wbl_stcc_products_services_28184,28184,Alcoholes
l10n_mx_wbl_stcc_products_services_2819,2819,Varios productos químicos de inorg industriales
l10n_mx_wbl_stcc_products_services_28193,28193,Ácido sulfurico
l10n_mx_wbl_stcc_products_services_282,282,Plásticos y resinas sintéticas
l10n_mx_wbl_stcc_products_services_28212,28212,Caucho sintético
l10n_mx_wbl_stcc_products_services_28213,28213,Fibras sintéticas
l10n_mx_wbl_stcc_products_services_283,283,Medicamentos y farmacéuticos prd
l10n_mx_wbl_stcc_products_services_284,284,Preparaciones de limpieza y jabón
l10n_mx_wbl_stcc_products_services_2841,2841,Jabón y otros detergentes
l10n_mx_wbl_stcc_products_services_285,285,"Pinturas, barnices y lacas"
l10n_mx_wbl_stcc_products_services_286,286,Productos químicos de goma y madera
l10n_mx_wbl_stcc_products_services_287,287,Químicos agriculturales
l10n_mx_wbl_stcc_products_services_2871,2871,Fertilizantes
l10n_mx_wbl_stcc_products_services_289,289,Productos químicos misceláneos
l10n_mx_wbl_stcc_products_services_2892,2892,Explosivos
l10n_mx_wbl_stcc_products_services_28991,28991,Sal común
l10n_mx_wbl_stcc_products_services_29,29,Productos de petróleo y carbón
l10n_mx_wbl_stcc_products_services_291,291,Productos de refino de petróleo
l10n_mx_wbl_stcc_products_services_29111,29111,"Gasolina, combustible para aviones, etc."
l10n_mx_wbl_stcc_products_services_29112,29112,Queroseno
l10n_mx_wbl_stcc_products_services_29113,29113,Aceite combustible destilado
l10n_mx_wbl_stcc_products_services_29114,29114,Aceites lubricantes y similares
l10n_mx_wbl_stcc_products_services_29115,29115,Grasas lubricantes
l10n_mx_wbl_stcc_products_services_29116,29116,"Asfalto, alquitrán y brea"
l10n_mx_wbl_stcc_products_services_29117,29117,Aceite combustible residual
l10n_mx_wbl_stcc_products_services_29119,29119,"Prd de refino de gasolina, nec"
l10n_mx_wbl_stcc_products_services_2912,2912,Gases licuados del petróleo
l10n_mx_wbl_stcc_products_services_295,295,Materiales de pavimentación y techado
l10n_mx_wbl_stcc_products_services_2951,2951,Bloques y mezclas de pavimento de asfalto
l10n_mx_wbl_stcc_products_services_2952,2952,Fieltro y revestimientos asfálticos
l10n_mx_wbl_stcc_products_services_299,299,Varios petróleo y carbón
l10n_mx_wbl_stcc_products_services_29911,29911,Briquetas de carbón y coque
l10n_mx_wbl_stcc_products_services_29913,29913,Coque de gasolina sin briquetas
l10n_mx_wbl_stcc_products_services_29914,29914,Coque producido a partir del carbón
l10n_mx_wbl_stcc_products_services_30,30,Productos de caucho y plástico
l10n_mx_wbl_stcc_products_services_301,301,Neumáticos y cámaras de aire
l10n_mx_wbl_stcc_products_services_302,302,Calzado de caucho y plástico
l10n_mx_wbl_stcc_products_services_303,303,Caucho recuperado
l10n_mx_wbl_stcc_products_services_304,304,Mangueras y correas de caucho y plástico
l10n_mx_wbl_stcc_products_services_306,306,Caucho fabricado misceláneo
l10n_mx_wbl_stcc_products_services_307,307,Productos diversos de plástico
l10n_mx_wbl_stcc_products_services_31,31,Cuero y productos de cuero
l10n_mx_wbl_stcc_products_services_311,311,Cuero
l10n_mx_wbl_stcc_products_services_312,312,Cinturones de cuero industriales
l10n_mx_wbl_stcc_products_services_313,313,Stock de corte de bota y zapato
l10n_mx_wbl_stcc_products_services_314,314,"Calzado, excepto caucho o plástico"
l10n_mx_wbl_stcc_products_services_315,315,Guantes y manoplas de cuero
l10n_mx_wbl_stcc_products_services_316,316,"Equipaje, bolsos"
l10n_mx_wbl_stcc_products_services_319,319,Marroquinería miscelánea
l10n_mx_wbl_stcc_products_services_32,32,"Productos de piedra, arcilla y vidrio"
l10n_mx_wbl_stcc_products_services_321,321,Vidrio plano
l10n_mx_wbl_stcc_products_services_322,322,Vidrio y cristalería
l10n_mx_wbl_stcc_products_services_3221,3221,Contenedores de vidrio
l10n_mx_wbl_stcc_products_services_324,324,Cemento hidráulico
l10n_mx_wbl_stcc_products_services_32411,32411,"Cemento, hydlc, portland, nat"
l10n_mx_wbl_stcc_products_services_325,325,Productos de arcilla estructural
l10n_mx_wbl_stcc_products_services_3251,3251,Ladrillos y teja de arcilla estructural
l10n_mx_wbl_stcc_products_services_32511,32511,"Ladrillos y bloques, arcilla y pizarra"
l10n_mx_wbl_stcc_products_services_3253,3253,Baldosas y baldosas de cerámica
l10n_mx_wbl_stcc_products_services_3255,3255,"Refractarios, arcilla y no arcilla."
l10n_mx_wbl_stcc_products_services_3259,3259,Productos misceláneos de arcilla estructural
l10n_mx_wbl_stcc_products_services_32594,32594,Teja de arcilla
l10n_mx_wbl_stcc_products_services_326,326,Cerámica y productos relacionados
l10n_mx_wbl_stcc_products_services_327,327,"Hormigón, yeso y yeso prd"
l10n_mx_wbl_stcc_products_services_3271,3271,Prd de hormigón
l10n_mx_wbl_stcc_products_services_3274,3274,Yeso de cal y cal
l10n_mx_wbl_stcc_products_services_3275,3275,Productos de yeso
l10n_mx_wbl_stcc_products_services_328,328,Cortar piedra y productos de piedra
l10n_mx_wbl_stcc_products_services_329,329,"Abrasivos, amianto y misceláneas"
l10n_mx_wbl_stcc_products_services_3291,3291,Productos abrasivos
l10n_mx_wbl_stcc_products_services_3295,3295,Tierras o minerales no metidos
l10n_mx_wbl_stcc_products_services_33,33,Productos de metales primarios
l10n_mx_wbl_stcc_products_services_331,331,Acerías y laminación prd
l10n_mx_wbl_stcc_products_services_33111,33111,Arrabio
l10n_mx_wbl_stcc_products_services_33112,33112,Escoria de horno
l10n_mx_wbl_stcc_products_services_33119,33119,Horno de coque y blast furn prd
l10n_mx_wbl_stcc_products_services_3312,3312,Prd de hierro y acero primario
l10n_mx_wbl_stcc_products_services_33121,33121,Lingote de acero y semiacabado
l10n_mx_wbl_stcc_products_services_3313,3313,Prd electrometalúrgico
l10n_mx_wbl_stcc_products_services_3315,3315,"Alambre de acero, clavos y púas"
l10n_mx_wbl_stcc_products_services_332,332,Fundiciones de hierro y acero
l10n_mx_wbl_stcc_products_services_33211,33211,Tubo de fundición de hierro y acero
l10n_mx_wbl_stcc_products_services_333,333,Productos de fundición no ferrosos
l10n_mx_wbl_stcc_products_services_3331,3331,"Cobre, latón o bronce"
l10n_mx_wbl_stcc_products_services_3332,3332,Productos de fundición de plomo
l10n_mx_wbl_stcc_products_services_3333,3333,Productos de fundición de zinc
l10n_mx_wbl_stcc_products_services_3334,3334,Productos de fundición de aluminio
l10n_mx_wbl_stcc_products_services_335,335,Formas básicas de metales no ferrosos
l10n_mx_wbl_stcc_products_services_3351,3351,"Cobre, latón o bronce"
l10n_mx_wbl_stcc_products_services_3352,3352,Aluminio
l10n_mx_wbl_stcc_products_services_3357,3357,Metal no ferroso y aislado
l10n_mx_wbl_stcc_products_services_336,336,Piezas fundidas no ferrosas
l10n_mx_wbl_stcc_products_services_3361,3361,Aleación a base de aluminio y alumbre
l10n_mx_wbl_stcc_products_services_3362,3362,"Latón, bronce, cobre y cba"
l10n_mx_wbl_stcc_products_services_339,339,Productos varios de metales primarios
l10n_mx_wbl_stcc_products_services_3391,3391,Forjas de hierro y acero
l10n_mx_wbl_stcc_products_services_3392,3392,Forjas de metales no ferrosos
l10n_mx_wbl_stcc_products_services_34,34,Productos de metal fabricados
l10n_mx_wbl_stcc_products_services_341,341,Latas de metal
l10n_mx_wbl_stcc_products_services_342,342,"Cubiertos, herramientas manuales y ferretería"
l10n_mx_wbl_stcc_products_services_343,343,Fontanería fxtrs y calefacción
l10n_mx_wbl_stcc_products_services_3433,3433,"Equipo de calefacción, exc eléctrico"
l10n_mx_wbl_stcc_products_services_344,344,Prd metal estructural fabricado
l10n_mx_wbl_stcc_products_services_3441,3441,Productos metálicos estructurales fabricados
l10n_mx_wbl_stcc_products_services_34411,34411,Hierro o acero estructural fabricado
l10n_mx_wbl_stcc_products_services_345,345,"Pernos, tuercas, tornillos, remaches"
l10n_mx_wbl_stcc_products_services_346,346,Estampado de metal
l10n_mx_wbl_stcc_products_services_348,348,Productos diversos de alambre fabricado
l10n_mx_wbl_stcc_products_services_349,349,Productos metálicos diversos
l10n_mx_wbl_stcc_products_services_3491,3491,Contenedores de transporte metálicos
l10n_mx_wbl_stcc_products_services_3494,3494,Válvulas y accesorios de tubería
l10n_mx_wbl_stcc_products_services_35,35,"Maquinaria, excepto eléctrica"
l10n_mx_wbl_stcc_products_services_351,351,Motores y turbinas
l10n_mx_wbl_stcc_products_services_352,352,Maquinaria y equipo agrícola
l10n_mx_wbl_stcc_products_services_3524,3524,Tractores y equipos de jardín
l10n_mx_wbl_stcc_products_services_353,353,"Construcción, minería y materiales hndlng"
l10n_mx_wbl_stcc_products_services_3531,3531,Maquinaria y equipo de construcción
